days_ahead,rmse_quarterly,rmse_daily,rmse_base,rmse_interpolated
394,NA,NA,NA,0.4610587924710454
395,NA,NA,NA,0.4673035908403598
396,NA,0.4735483892096742,0.4735483892096742,0.4735483892096742
397,NA,0.48706933640041333,0.48706933640041333,0.48706933640041333
398,NA,0.47863186431584515,0.47863186431584515,0.47863186431584515
399,NA,0.4711177380198309,0.4711177380198309,0.4711177380198309
400,NA,0.4917897343958531,0.4917897343958531,0.4917897343958531
401,NA,NA,NA,0.49271601511807517
402,NA,NA,NA,0.4936422958402973
403,NA,0.49456857656251935,0.49456857656251935,0.49456857656251935
404,NA,0.5066424167611103,0.5066424167611103,0.5066424167611103
405,NA,0.5234296241411742,0.5234296241411742,0.5234296241411742
406,NA,0.5329248807959984,0.5329248807959984,0.5329248807959984
407,NA,0.5672285379683522,0.5672285379683522,0.5672285379683522
408,NA,NA,NA,0.5578705021678936
409,NA,NA,NA,0.548512466367435
410,NA,0.5391544305669764,0.5391544305669764,0.5391544305669764
411,NA,0.4929951630282292,0.4929951630282292,0.4929951630282292
412,NA,0.5423861099877954,0.5423861099877954,0.5423861099877954
413,NA,0.5372490469619648,0.5372490469619648,0.5372490469619648
414,NA,0.5283661924587274,0.5283661924587274,0.5283661924587274
415,NA,NA,NA,0.545548723871125
416,NA,NA,NA,0.5627312552835226
417,NA,0.5799137866959202,0.5799137866959202,0.5799137866959202
418,NA,0.5515363158417653,0.5515363158417653,0.5515363158417653
419,NA,0.5356021311170669,0.5356021311170669,0.5356021311170669
420,NA,0.4962442275063086,0.4962442275063086,0.4962442275063086
421,NA,0.5350870787247459,0.5350870787247459,0.5350870787247459
422,NA,NA,NA,0.5201624894537135
423,NA,NA,NA,0.505237900182681
424,NA,0.4903133109116485,0.4903133109116485,0.4903133109116485
425,NA,0.4683043119291441,0.4683043119291441,0.4683043119291441
426,NA,0.482007520688214,0.482007520688214,0.482007520688214
427,NA,0.5255217187929311,0.5255217187929311,0.5255217187929311
428,NA,0.5321852627104159,0.5321852627104159,0.5321852627104159
429,NA,NA,NA,0.5194306363929155
430,NA,NA,NA,0.5066760100754153
431,NA,0.49392138375791494,0.49392138375791494,0.49392138375791494
432,NA,0.5160143731848301,0.5160143731848301,0.5160143731848301
433,NA,0.48768684782190097,0.48768684782190097,0.48768684782190097
434,NA,0.5190255292372418,0.5190255292372418,0.5190255292372418
435,NA,0.5075369444680848,0.5075369444680848,0.5075369444680848
436,NA,NA,NA,0.506562407161197
437,NA,NA,NA,0.5055878698543094
438,NA,0.5046133325474216,0.5046133325474216,0.5046133325474216
439,NA,0.5013021505577708,0.5013021505577708,0.5013021505577708
440,NA,0.504451021738814,0.504451021738814,0.504451021738814
441,NA,0.4691932519680004,0.4691932519680004,0.4691932519680004
442,NA,0.48181148563759674,0.48181148563759674,0.48181148563759674
443,NA,NA,NA,0.49288173999518153
444,NA,NA,NA,0.5039519943527663
445,NA,0.5150222487103511,0.5150222487103511,0.5150222487103511
446,NA,0.5297267377305651,0.5297267377305651,0.5297267377305651
447,NA,0.5473379633771498,0.5473379633771498,0.5473379633771498
448,NA,0.5756033623678989,0.5756033623678989,0.5756033623678989
449,NA,0.5684282842062971,0.5684282842062971,0.5684282842062971
450,NA,NA,NA,0.5668430519162644
451,NA,NA,NA,0.5652578196262318
452,NA,0.5636725873361991,0.5636725873361991,0.5636725873361991
453,NA,0.5683816431832517,0.5683816431832517,0.5683816431832517
454,NA,0.5855034463726794,0.5855034463726794,0.5855034463726794
455,NA,0.5998094935656058,0.5998094935656058,0.5998094935656058
456,0.7602786720875014,0.6220882172168191,0.7602786720875014,0.7602786720875014
457,NA,NA,NA,0.712536556294611
458,NA,NA,NA,0.6647944405017204
459,NA,0.61705232470883,0.61705232470883,0.61705232470883
460,NA,0.5319828655424622,0.5319828655424622,0.5319828655424622
461,NA,0.5838539343591573,0.5838539343591573,0.5838539343591573
462,NA,0.5536319475367485,0.5536319475367485,0.5536319475367485
463,NA,0.5798900757902306,0.5798900757902306,0.5798900757902306
464,NA,NA,NA,0.570969835517967
465,NA,NA,NA,0.5620495952457033
466,NA,0.5531293549734397,0.5531293549734397,0.5531293549734397
467,NA,0.5367620157373864,0.5367620157373864,0.5367620157373864
468,NA,0.5210104826938932,0.5210104826938932,0.5210104826938932
469,NA,0.4587868967905096,0.4587868967905096,0.4587868967905096
470,NA,0.5316718913013928,0.5316718913013928,0.5316718913013928
471,NA,NA,NA,0.5176523507607288
472,NA,NA,NA,0.5036328102200649
473,NA,0.4896132696794009,0.4896132696794009,0.4896132696794009
474,NA,0.4821455026382449,0.4821455026382449,0.4821455026382449
475,NA,0.44978003883379963,0.44978003883379963,0.44978003883379963
476,NA,0.5068378590679818,0.5068378590679818,0.5068378590679818
477,NA,0.5180919134374036,0.5180919134374036,0.5180919134374036
478,NA,NA,NA,0.5179272764955252
479,NA,NA,NA,0.5177626395536469
480,NA,0.5175980026117685,0.5175980026117685,0.5175980026117685
481,NA,0.5328011667905137,0.5328011667905137,0.5328011667905137
482,NA,0.5298040276293747,0.5298040276293747,0.5298040276293747
