days_to_meeting,finalrmse
246,0.39476286652784937
247,0.3966747881248595
248,0.39858670972186966
249,0.4004986313188798
250,0.402411115030766
251,0.4043232271480905
252,0.4062345760796533
253,0.4081447702342547
254,0.4100513495309334
255,0.4119579288276121
256,0.4138645081242908
257,0.4157661672590474
258,0.4176647136608431
259,0.419559755738478
260,0.4214509019007523
261,0.42333295092830575
262,0.42521499995585915
263,0.4270970489834126
264,0.4289686955722456
265,0.43083448828971854
266,0.4326940355446317
267,0.434546945745785
268,0.43638527653541925
269,0.43822360732505344
270,0.4400619381146877
271,0.44188438418880316
272,0.4437176461459328
273,0.445580390026107
274,0.44747169434581163
275,0.449417047932863
276,0.45136240151991447
277,0.45330775510696586
278,0.45530408634965014
279,0.457324370614294
280,0.45936768641738296
281,0.4614331122754031
282,0.46353968663157136
283,0.46564626098773954
284,0.46775283534390777
285,0.46989748658651037
286,0.4720596404664729
287,0.47423837550028153
288,0.4764327702044219
289,0.4786554126375117
290,0.4808780550706016
291,0.48310069750369145
292,0.48534851605401685
293,0.48760738685710314
294,0.4898763884294359
295,0.4921545992875012
296,0.49444815710531737
297,0.4967417149231335
298,0.49903527274094966
299,0.5013411059068028
300,0.5036515409408174
301,0.5059656563594792
302,0.5082825306792741
303,0.5106018511896213
304,0.5129211716999686
305,0.5152404922103159
306,0.5175591872995012
307,0.519876033872249
308,0.5221901104450446
309,0.5245004955343741
310,0.5268004260450571
311,0.52910035655574
312,0.531400287066423
313,0.5336866913867455
314,0.5359647968060312
315,0.5382336818407651
316,0.5404924250074338
317,0.5427278128262573
318,0.5449632006450809
319,0.5471985884639043
320,0.5494075493231688
321,0.5516017608967968
322,0.5537803017012742
323,0.5559422502530866
324,0.5580679426878554
325,0.5601936351226243
326,0.5623193275573931
327,0.5644056922634041
328,0.5664708572991793
329,0.5685139011812047
330,0.5705339024259657
331,0.5725047467844845
332,0.5744755911430033
333,0.5764464355015221
334,0.5783650513620845
335,0.5802560171678118
336,0.5821184114351898
337,0.5839513126807043
338,0.5857295219278198
339,0.5875077311749353
340,0.5892859404220507
341,0.5910134887633075
342,0.5927170755240528
343,0.5943975220277377
344,0.5960556495978129
345,0.597671877045505
346,0.599288104493197
347,0.6009043319408891
348,0.6024813970110342
349,0.604040249764824
350,0.6055817115257092
351,0.6071066036171405
352,0.6086010941145008
353,0.6100955846118611
354,0.6115900751092214
355,0.6130569017573467
356,0.6145112653532724
357,0.6159539872204495
358,0.617385888682329
359,0.6187988870784491
360,0.6202118854745692
361,0.6216248838706893
362,0.6230217169458862
363,0.6244118362330396
364,0.6257960630556004
365,0.6271752187370194
366,0.6285469698809909
367,0.6299187210249625
368,0.631290472168934
369,0.6326575565202942
370,0.6340236763477668
371,0.635389652974803
372,0.6367563077248531
373,0.6381270564657677
374,0.6394978052066823
375,0.6408685539475969
376,0.6422461344242121
377,0.6436284996410958
378,0.6450164709216987
379,0.6464108695894715
380,0.6478208607764208
381,0.6492308519633702
382,0.6506408431503194
383,0.6520691646012813
384,0.6535080200566673
385,0.6549582308399288
386,0.6564206182745161
387,0.6579100967565917
388,0.6593995752386673
389,0.6608890537207429
390,0.6624083609951429
391,0.6639439515381231
392,0.6654966466731346
393,0.6670672677236279
394,0.6686764783499215
395,0.670285688976215
396,0.6718948996025086
397,0.6735454375494384
398,0.6752180080291045
399,0.6769134323649575
400,0.6786325318804487
401,0.6804017195000518
402,0.6821709071196548
403,0.6839400947392579
404,0.6857621082078093
405,0.6876119034732526
406,0.6894755904478613
407,0.6913388441134486
408,0.6932017942535329
409,0.6950647443936173
410,0.6969276945337016
411,0.698790904240822
412,0.7006545252777301
413,0.7025187265721878
414,0.7043836770519567
415,0.7062506889948874
416,0.7081177009378181
417,0.7099847128807488
418,0.7118543493793805
419,0.7137255797021325
420,0.7155985727767663
421,0.717473497531044
422,0.7193528487371483
423,0.7212321999432526
424,0.723111551149357
425,0.7249958918998273
426,0.7268830089687504
427,0.7287730712838878
428,0.7306662477730013
429,0.7325662157026065
430,0.7344661836322118
431,0.7363661515618171
432,0.7382734740244533
433,0.7401847552998746
434,0.7421001643158427
435,0.7440198700001195
436,0.7459487321135528
437,0.7478775942269863
438,0.7498064563404196
439,0.751745037975549
440,0.7536887609177958
441,0.755637794094922
442,0.7575923064346892
443,0.7595583401922781
444,0.761524373949867
445,0.7634904077074559
446,0.7654685259754054
447,0.7674529680448051
448,0.7694439028434166
449,0.7714414992990015
450,0.773452982161073
451,0.7754644650231446
452,0.7774759478852161
453,0.7795018802463134
454,0.781535318903193
455,0.7835764327836171
456,0.785625390815347
457,0.7876906002422285
458,0.7897558096691099
459,0.7918210190959913
460,0.7939030430105636
461,0.7959937557152504
462,0.7980933261378143
463,0.8002019232060166
464,0.8023291366580351
465,0.8044563501100537
466,0.8065835635620722
467,0.8087299564904464
468,0.8108862207032681
469,0.8130525251282988
470,0.8152290386933005
471,0.8174265336307837
472,0.8196240285682667
473,0.8218215235057498
474,0.8240398799618265
475,0.8262677581827087
476,0.828505077914476
477,0.8307517589032092
478,0.8330168948928072
479,0.835282030882405
480,0.837547166872003
481,0.8398304903493996
482,0.8421227738141625
483,0.8444239370123716
484,0.8467338996901074
485,0.8490611938138298
486,0.8513884879375523
487,0.8537157820612747
488,0.8560601401179179
489,0.8584128963844881
490,0.8607739706070656
491,0.8631432825317307
492,0.8655288023475043
493,0.8679143221632779
494,0.8702998419790515
495,0.8727013021728677
496,0.8751105987991719
497,0.8775276516040444
498,0.8799523803335654
499,0.8823921933993167
500,0.8848320064650681
501,0.8872718195308195
502,0.8897264494197353
503,0.8921883539637
504,0.8946574529087941
505,0.8971336660010972
506,0.8996238398747531
507,0.9021140137484089
508,0.9046041876220648
509,0.9071080547640067
510,0.9096186347835589
511,0.9121358474268011
512,0.9146596124398133
513,0.9171962146793001
514,0.9197328169187868
515,0.9222694191582737
516,0.9248185911111685
517,0.9273739141642343
518,0.9299353080635512
519,0.9325026925551995
520,0.9350817907184439
521,0.9376608888816882
522,0.9402399870449326
523,0.9428305313667069
524,0.9454266650112131
525,0.9480283077245314
526,0.9506353792527419
527,0.9532530408976705
528,0.955870702542599
529,0.9584883641875276
530,0.9611163484361078
531,0.9637493602299814
532,0.9663873193152275
533,0.969030145437927
534,0.9716824381224664
535,0.9743347308070056
536,0.976987023491545
537,0.9796485152248581
538,0.982314472726025
539,0.9849848157411258
